Node Number, Pressure [ Pa ], Temperature [ K ], Velocity [ m s^-1 ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Velocity w [ m s^-1 ], X [ m ], Y [ m ], Z [ m ]
2019, 1.68865156e+00, 2.93196686e+02, 5.04975319e-01, 4.63872850e-01, -2.09643580e-02, 1.98450387e-01, 2.46744871e+00, 1.50000000e+00, 2.25709891e+00
2020, 1.68474197e+00, 2.93193176e+02, 5.18861473e-01, 4.76190358e-01, -3.09577193e-02, 2.03719437e-01, 2.46623993e+00, 1.50000000e+00, 2.20287204e+00
2021, 1.68527925e+00, 2.93196716e+02, 5.07174730e-01, 4.65740830e-01, -9.38721746e-03, 2.00558156e-01, 2.51738930e+00, 1.50000000e+00, 2.23848319e+00
2022, 1.68463147e+00, 2.93193451e+02, 5.18068552e-01, 4.75487292e-01, -2.90894993e-02, 2.03618899e-01, 2.47150207e+00, 1.50000000e+00, 2.20470500e+00
2023, 1.68211663e+00, 2.93197693e+02, 5.08144796e-01, 4.66592371e-01, 1.71946897e-03, 2.01245472e-01, 2.57235503e+00, 1.50000000e+00, 2.23333836e+00
2024, 1.68062019e+00, 2.93197876e+02, 5.07440269e-01, 4.63554680e-01, -7.81424716e-03, 2.06280425e-01, 2.56029963e+00, 1.50000000e+00, 2.19697380e+00
2025, 1.68300319e+00, 2.93196625e+02, 5.09378791e-01, 4.67403978e-01, -7.83340260e-03, 2.02333629e-01, 2.53758335e+00, 1.50000000e+00, 2.22364473e+00
2026, 1.68273818e+00, 2.93196228e+02, 5.10518909e-01, 4.67807204e-01, -1.24694137e-02, 2.04035535e-01, 2.52946711e+00, 1.50000000e+00, 2.21223974e+00
2027, 1.68375587e+00, 2.93195923e+02, 5.10548711e-01, 4.68394220e-01, -1.35677848e-02, 2.02688813e-01, 2.51778102e+00, 1.50000000e+00, 2.22117138e+00
2028, 1.68405676e+00, 2.93196320e+02, 5.09477258e-01, 4.67923880e-01, -1.00910673e-02, 2.01277077e-01, 2.52551413e+00, 1.50000000e+00, 2.22723699e+00
2029, 1.68240058e+00, 2.93198059e+02, 5.07421732e-01, 4.66320038e-01, 5.10553410e-03, 1.99990943e-01, 2.57790756e+00, 1.50000000e+00, 2.24281859e+00
2030, 1.68408167e+00, 2.93196747e+02, 5.08318603e-01, 4.66916621e-01, -6.78740209e-03, 2.00824723e-01, 2.53081346e+00, 1.50000000e+00, 2.23387766e+00
2031, 1.68433309e+00, 2.93198151e+02, 5.04983723e-01, 4.64038789e-01, 4.77136299e-03, 1.99132621e-01, 2.55805635e+00, 1.50000000e+00, 2.26201916e+00
2032, 1.68317819e+00, 2.93197937e+02, 5.06947756e-01, 4.66005147e-01, 3.67205078e-03, 1.99553803e-01, 2.56827974e+00, 1.50000000e+00, 2.24501610e+00
2033, 1.68489432e+00, 2.93197357e+02, 5.05931258e-01, 4.64718163e-01, -2.24918313e-03, 1.99996069e-01, 2.53341961e+00, 1.50000000e+00, 2.25397086e+00
2034, 1.68593979e+00, 2.93197968e+02, 5.03416061e-01, 4.62842733e-01, 3.40328924e-03, 1.97971553e-01, 2.53966570e+00, 1.50000000e+00, 2.27831984e+00
2035, 1.68731284e+00, 2.93197449e+02, 5.03459513e-01, 4.63126034e-01, -3.95199517e-03, 1.97408587e-01, 2.51848435e+00, 1.50000000e+00, 2.27109957e+00
2036, 1.68313575e+00, 2.93198273e+02, 5.06715178e-01, 4.65918303e-01, 7.23787909e-03, 1.99067965e-01, 2.57445288e+00, 1.50000000e+00, 2.25286674e+00
2037, 1.68433595e+00, 2.93198822e+02, 5.05288780e-01, 4.65671897e-01, 1.41107999e-02, 1.95620298e-01, 2.57919693e+00, 1.50000000e+00, 2.28346705e+00
2038, 1.68208528e+00, 2.93198914e+02, 5.06818831e-01, 4.66317117e-01, 1.41533203e-02, 1.98023647e-01, 2.60314918e+00, 1.50000000e+00, 2.26465011e+00
2039, 1.68538284e+00, 2.93198425e+02, 5.03608227e-01, 4.63360459e-01, 8.14314559e-03, 1.97109088e-01, 2.55622149e+00, 1.50000000e+00, 2.28273416e+00
2040, 1.68987513e+00, 2.93178955e+02, 5.65791190e-01, 5.26935935e-01, -8.67565572e-02, 1.86899692e-01, 2.30175352e+00, 1.50000000e+00, 1.97394049e+00
2041, 1.68713140e+00, 2.93189758e+02, 5.23749769e-01, 4.76289928e-01, -7.85720348e-02, 2.03194886e-01, 2.38196087e+00, 1.50000000e+00, 1.95194197e+00
2042, 1.68745446e+00, 2.93181580e+02, 5.59505045e-01, 5.18654764e-01, -8.11071917e-02, 1.93558156e-01, 2.31134725e+00, 1.50000000e+00, 2.01257515e+00
2043, 1.68565488e+00, 2.93182068e+02, 5.59119344e-01, 5.16871274e-01, -7.49655813e-02, 1.99596301e-01, 2.37562299e+00, 1.50000000e+00, 2.03690100e+00
2044, 1.68624818e+00, 2.93186737e+02, 5.37806749e-01, 4.92282212e-01, -7.61328489e-02, 2.02726811e-01, 2.38980389e+00, 1.50000000e+00, 1.98995638e+00
2045, 1.68418407e+00, 2.93185974e+02, 5.47010124e-01, 5.02173305e-01, -7.01190904e-02, 2.05244571e-01, 2.40330267e+00, 1.50000000e+00, 2.03658080e+00
2046, 1.68471324e+00, 2.93184204e+02, 5.52338541e-01, 5.08697569e-01, -7.13413805e-02, 2.03014940e-01, 2.39038301e+00, 1.50000000e+00, 2.04437613e+00
2047, 1.68994117e+00, 2.93179718e+02, 5.70649862e-01, 5.35377324e-01, -8.70362669e-02, 1.77305028e-01, 2.19646859e+00, 1.50000000e+00, 2.00569320e+00
2048, 1.68942940e+00, 2.93178528e+02, 5.71646631e-01, 5.34194171e-01, -8.79138038e-02, 1.83541983e-01, 2.23079491e+00, 1.50000000e+00, 2.01239371e+00
2049, 1.69143176e+00, 2.93176514e+02, 5.75952947e-01, 5.39688349e-01, -9.22476947e-02, 1.78741783e-01, 2.23408675e+00, 1.50000000e+00, 1.97559690e+00
2050, 1.69170046e+00, 2.93176392e+02, 5.80814719e-01, 5.47269762e-01, -8.99534449e-02, 1.72481701e-01, 2.17960954e+00, 1.50000000e+00, 1.98241520e+00
2051, 1.68643355e+00, 2.93180695e+02, 5.64087033e-01, 5.22653580e-01, -7.93706253e-02, 1.96793646e-01, 2.32233143e+00, 1.50000000e+00, 2.04117632e+00
2052, 1.68403149e+00, 2.93185120e+02, 5.49620032e-01, 5.05686045e-01, -6.82738274e-02, 2.04211920e-01, 2.40142369e+00, 1.50000000e+00, 2.05020595e+00
2053, 1.68195689e+00, 2.93191040e+02, 5.28815269e-01, 4.82636034e-01, -4.98320833e-02, 2.10296884e-01, 2.44299245e+00, 1.50000000e+00, 2.11032248e+00
2054, 1.68371439e+00, 2.93189819e+02, 5.30414402e-01, 4.85190153e-01, -6.03335500e-02, 2.05644965e-01, 2.36576128e+00, 1.50000000e+00, 2.11387253e+00
2055, 1.68431973e+00, 2.93184509e+02, 5.50122440e-01, 5.06349742e-01, -7.03426525e-02, 2.03215510e-01, 2.34338570e+00, 1.50000000e+00, 2.07672715e+00
2056, 1.68450809e+00, 2.93184143e+02, 5.51581860e-01, 5.08027136e-01, -7.00688139e-02, 2.03079656e-01, 2.38702440e+00, 1.50000000e+00, 2.05619287e+00
2057, 1.68314290e+00, 2.93188354e+02, 5.35143495e-01, 4.90193367e-01, -5.57300635e-02, 2.07323849e-01, 2.41000819e+00, 1.50000000e+00, 2.11361027e+00
2058, 1.68924737e+00, 2.93180420e+02, 5.68244338e-01, 5.31476617e-01, -8.65404904e-02, 1.81507409e-01, 2.20883203e+00, 1.50000000e+00, 2.02599502e+00
2059, 1.68586600e+00, 2.93188202e+02, 5.42063355e-01, 5.00354171e-01, -6.52257651e-02, 1.98050424e-01, 2.30647755e+00, 1.50000000e+00, 2.16336060e+00
2060, 1.68620682e+00, 2.93184387e+02, 5.54121673e-01, 5.13446808e-01, -7.51279891e-02, 1.94368243e-01, 2.27190328e+00, 1.50000000e+00, 2.10120654e+00
2061, 1.68572140e+00, 2.93187500e+02, 5.43801129e-01, 5.01761913e-01, -6.59453943e-02, 1.99012220e-01, 2.31544995e+00, 1.50000000e+00, 2.15154171e+00
2062, 1.68551040e+00, 2.93182220e+02, 5.58776975e-01, 5.16464949e-01, -7.59358332e-02, 1.99322388e-01, 2.31817055e+00, 1.50000000e+00, 2.06492734e+00
2063, 1.68738985e+00, 2.93183319e+02, 5.56668282e-01, 5.16790390e-01, -8.00975934e-02, 1.90765873e-01, 2.28298354e+00, 1.50000000e+00, 2.02691078e+00
2064, 1.68577921e+00, 2.93188995e+02, 5.38780749e-01, 4.96684849e-01, -6.32487237e-02, 1.98968455e-01, 2.31647491e+00, 1.50000000e+00, 2.16929984e+00
2065, 1.68713462e+00, 2.93181946e+02, 5.61892331e-01, 5.21801233e-01, -7.95241743e-02, 1.92671642e-01, 2.28979731e+00, 1.50000000e+00, 2.06228995e+00
2066, 1.68844163e+00, 2.93179932e+02, 5.69741547e-01, 5.31879425e-01, -8.40462446e-02, 1.86134100e-01, 2.23774481e+00, 1.50000000e+00, 2.06036472e+00
2067, 1.68808579e+00, 2.93184814e+02, 5.58512628e-01, 5.22132874e-01, -8.28286111e-02, 1.80147320e-01, 2.18246937e+00, 1.50000000e+00, 2.06302762e+00
2068, 1.68627191e+00, 2.93184357e+02, 5.58375895e-01, 5.18600762e-01, -7.69871771e-02, 1.92119434e-01, 2.24585485e+00, 1.50000000e+00, 2.12779450e+00
2069, 1.68540311e+00, 2.93191376e+02, 5.41881680e-01, 5.03664017e-01, -7.40840435e-02, 1.85660526e-01, 2.17716503e+00, 1.50000000e+00, 2.14412880e+00
2070, 1.68915963e+00, 2.93182007e+02, 5.66058576e-01, 5.31213701e-01, -8.55168849e-02, 1.75844103e-01, 2.17050433e+00, 1.50000000e+00, 2.02563643e+00
2071, 1.68608463e+00, 2.93191437e+02, 5.44918239e-01, 5.08790195e-01, -7.77282715e-02, 1.78960085e-01, 2.12178206e+00, 1.50000000e+00, 2.13067031e+00
2072, 1.68508649e+00, 2.93190308e+02, 5.30092657e-01, 4.87050086e-01, -4.96568158e-02, 2.03259990e-01, 2.39666796e+00, 1.50000000e+00, 2.17741537e+00
2073, 1.68516624e+00, 2.93190430e+02, 5.29425323e-01, 4.86363888e-01, -4.86966223e-02, 2.03396231e-01, 2.40159726e+00, 1.50000000e+00, 2.17938280e+00
2074, 1.68480492e+00, 2.93189880e+02, 5.31374037e-01, 4.88183945e-01, -4.94739041e-02, 2.03929245e-01, 2.40530801e+00, 1.50000000e+00, 2.17124867e+00
2075, 1.68522167e+00, 2.93190735e+02, 5.28593063e-01, 4.85531330e-01, -4.88398448e-02, 2.03186184e-01, 2.39799523e+00, 1.50000000e+00, 2.18150806e+00
2076, 1.68281817e+00, 2.93189575e+02, 5.33671260e-01, 4.88867283e-01, -5.08081838e-02, 2.07923785e-01, 2.43202543e+00, 1.50000000e+00, 2.12124085e+00
2077, 1.68172967e+00, 2.93191833e+02, 5.25225580e-01, 4.79585022e-01, -4.22410741e-02, 2.09942341e-01, 2.45885110e+00, 1.50000000e+00, 2.13447523e+00
2078, 1.68579626e+00, 2.93189697e+02, 5.36705375e-01, 4.94605631e-01, -6.29259348e-02, 1.98640987e-01, 2.31258655e+00, 1.50000000e+00, 2.17271161e+00
2079, 1.68593216e+00, 2.93189453e+02, 5.37007093e-01, 4.94913250e-01, -6.22705147e-02, 1.98896632e-01, 2.31823826e+00, 1.50000000e+00, 2.17402053e+00
2080, 1.68532825e+00, 2.93190704e+02, 5.28231561e-01, 4.85218287e-01, -4.77573350e-02, 2.03251213e-01, 2.40277362e+00, 1.50000000e+00, 2.18380451e+00
2081, 1.68482864e+00, 2.93192505e+02, 5.21232247e-01, 4.78504688e-01, -3.49370725e-02, 2.03704894e-01, 2.45187044e+00, 1.50000000e+00, 2.19749975e+00
2082, 1.68562210e+00, 2.93190033e+02, 5.36569417e-01, 4.94421095e-01, -6.36407956e-02, 1.98505402e-01, 2.30134869e+00, 1.50000000e+00, 2.17637491e+00
2083, 1.68523669e+00, 2.93192261e+02, 5.33916652e-01, 4.92319107e-01, -6.90654516e-02, 1.94727659e-01, 2.23312783e+00, 1.50000000e+00, 2.18486094e+00
2084, 1.68731999e+00, 2.93194244e+02, 5.16022801e-01, 4.73210990e-01, -4.22183014e-02, 2.01416284e-01, 2.39497447e+00, 1.50000000e+00, 2.24398470e+00
2085, 1.68596172e+00, 2.93195770e+02, 5.10817349e-01, 4.66890812e-01, -3.66417095e-02, 2.03972310e-01, 2.42377353e+00, 1.50000000e+00, 2.22631431e+00
2086, 1.68548799e+00, 2.93191071e+02, 5.27126849e-01, 4.84093219e-01, -4.75983247e-02, 2.03103080e-01, 2.40052295e+00, 1.50000000e+00, 2.18897367e+00
2087, 1.68785167e+00, 2.93195374e+02, 5.11017621e-01, 4.68901277e-01, -3.41157764e-02, 2.00266659e-01, 2.42035961e+00, 1.50000000e+00, 2.25700426e+00
2088, 1.68792486e+00, 2.93196411e+02, 5.05438924e-01, 4.62955028e-01, -2.55933907e-02, 2.01211616e-01, 2.45599842e+00, 1.50000000e+00, 2.24166989e+00
2089, 1.68920648e+00, 2.93195923e+02, 5.06795168e-01, 4.65610385e-01, -2.56873276e-02, 1.98465288e-01, 2.44601154e+00, 1.50000000e+00, 2.26602507e+00
2090, 1.68562615e+00, 2.93191223e+02, 5.27314365e-01, 4.84136820e-01, -4.91031073e-02, 2.03127787e-01, 2.39064574e+00, 1.50000000e+00, 2.19345665e+00
2091, 1.68596816e+00, 2.93189972e+02, 5.35474956e-01, 4.93343204e-01, -6.21817186e-02, 1.98694050e-01, 2.31521726e+00, 1.50000000e+00, 2.17684770e+00
2092, 1.68623054e+00, 2.93190308e+02, 5.33735275e-01, 4.91335362e-01, -5.96695803e-02, 1.99755996e-01, 2.32722831e+00, 1.50000000e+00, 2.18896532e+00
2093, 1.68673217e+00, 2.93193298e+02, 5.21457970e-01, 4.77835715e-01, -5.03146648e-02, 2.02632338e-01, 2.36336136e+00, 1.50000000e+00, 2.22508812e+00
2094, 1.68958068e+00, 2.93196350e+02, 5.07667840e-01, 4.65906918e-01, -3.92028950e-02, 1.97789043e-01, 2.39183688e+00, 1.50000000e+00, 2.27465582e+00
2095, 1.68714821e+00, 2.93196411e+02, 5.12112737e-01, 4.69029129e-01, -5.04615195e-02, 1.99310780e-01, 2.33478689e+00, 1.50000000e+00, 2.25707102e+00
2096, 1.68702662e+00, 2.93193420e+02, 5.20802021e-01, 4.77498204e-01, -4.87049595e-02, 2.02133656e-01, 2.36801291e+00, 1.50000000e+00, 2.23616076e+00
2097, 1.68682456e+00, 2.93196564e+02, 5.11886299e-01, 4.68450904e-01, -5.25061637e-02, 1.99560583e-01, 2.32567096e+00, 1.50000000e+00, 2.24676561e+00
2098, 1.68746638e+00, 2.93196350e+02, 5.13792872e-01, 4.70848143e-01, -5.48784025e-02, 1.98175460e-01, 2.30860114e+00, 1.50000000e+00, 2.26272154e+00
2099, 1.68967962e+00, 2.93196899e+02, 5.05097926e-01, 4.63699102e-01, -3.36847454e-02, 1.97414294e-01, 2.41073084e+00, 1.50000000e+00, 2.28022766e+00
2100, 1.68570364e+00, 2.93201050e+02, 5.06118357e-01, 4.65337694e-01, -6.46004304e-02, 1.88264132e-01, 2.21221900e+00, 1.50000000e+00, 2.25594616e+00
2101, 1.68576884e+00, 2.93197449e+02, 5.17732382e-01, 4.76434261e-01, -6.60192370e-02, 1.91568986e-01, 2.22579336e+00, 1.50000000e+00, 2.24024940e+00
2102, 1.68610954e+00, 2.93200500e+02, 5.07047117e-01, 4.66072410e-01, -6.42400756e-02, 1.89067453e-01, 2.22259665e+00, 1.50000000e+00, 2.25812626e+00
2103, 1.68600619e+00, 2.93202179e+02, 5.00214040e-01, 4.59311396e-01, -6.36599362e-02, 1.87601984e-01, 2.21762514e+00, 1.50000000e+00, 2.26424456e+00
2104, 1.68623662e+00, 2.93191223e+02, 5.31303585e-01, 4.89002436e-01, -6.07882887e-02, 1.98657662e-01, 2.31371307e+00, 1.50000000e+00, 2.19412732e+00
2105, 1.68576992e+00, 2.93190521e+02, 5.33899546e-01, 4.91788983e-01, -6.24357387e-02, 1.98227331e-01, 2.31018066e+00, 1.50000000e+00, 2.17639160e+00
2106, 1.68677604e+00, 2.93198242e+02, 5.11846781e-01, 4.70177233e-01, -6.08614907e-02, 1.92915574e-01, 2.25841522e+00, 1.50000000e+00, 2.25997019e+00
2107, 1.68677640e+00, 2.93201599e+02, 5.00740528e-01, 4.59644169e-01, -6.26958460e-02, 1.88514099e-01, 2.23091030e+00, 1.50000000e+00, 2.27349687e+00
2108, 1.68569875e+00, 2.93194031e+02, 5.26223183e-01, 4.83691394e-01, -6.30096048e-02, 1.97441846e-01, 2.26181030e+00, 1.50000000e+00, 2.22407055e+00
2109, 1.68467569e+00, 2.93194092e+02, 5.26297092e-01, 4.83441949e-01, -6.38721660e-02, 1.97971910e-01, 2.25469422e+00, 1.50000000e+00, 2.19601011e+00
2110, 1.68355870e+00, 2.93213593e+02, 4.60132658e-01, 4.23032880e-01, -6.10003322e-02, 1.70423567e-01, 2.07323909e+00, 1.50000000e+00, 2.26443005e+00
2111, 1.68409526e+00, 2.93209167e+02, 4.77712244e-01, 4.38311875e-01, -6.39200509e-02, 1.78901896e-01, 2.12199593e+00, 1.50000000e+00, 2.25590611e+00
2112, 1.68378127e+00, 2.93223602e+02, 4.03332740e-01, 3.67524117e-01, -5.31462058e-02, 1.57412887e-01, 2.09715176e+00, 1.50000000e+00, 2.33273864e+00
2113, 1.68517375e+00, 2.93212311e+02, 4.57676291e-01, 4.16943729e-01, -6.04793876e-02, 1.78795323e-01, 2.15242505e+00, 1.50000000e+00, 2.29729128e+00
2114, 1.68461251e+00, 2.93203674e+02, 4.98955965e-01, 4.62505311e-01, -7.05223233e-02, 1.73414260e-01, 2.09131908e+00, 1.50000000e+00, 2.18428564e+00
2115, 1.68379140e+00, 2.93204346e+02, 4.93098825e-01, 4.54173595e-01, -6.61727190e-02, 1.80260837e-01, 2.14885139e+00, 1.50000000e+00, 2.20200253e+00
2116, 1.68534422e+00, 2.93202637e+02, 5.00519097e-01, 4.60220516e-01, -6.44815415e-02, 1.85899392e-01, 2.19461703e+00, 1.50000000e+00, 2.25560904e+00
2117, 1.68577766e+00, 2.93203339e+02, 4.95044410e-01, 4.54271525e-01, -6.33560717e-02, 1.86258852e-01, 2.20895338e+00, 1.50000000e+00, 2.26951122e+00
2118, 1.68453789e+00, 2.93199524e+02, 5.09647071e-01, 4.69524086e-01, -6.70677722e-02, 1.86518639e-01, 2.19431663e+00, 1.50000000e+00, 2.18737435e+00
2119, 1.66933441e+00, 2.93515289e+02, 4.46767151e-01, 4.16300416e-01, 1.61953121e-01, -8.12693685e-03, 3.38417006e+00, 1.50000000e+00, 2.36656070e+00
2120, 1.67574525e+00, 2.93620239e+02, 3.95092607e-01, 3.52080584e-01, 1.68601453e-01, -6.09177873e-02, 3.47217417e+00, 1.50000000e+00, 2.42105222e+00
2121, 1.68062663e+00, 2.93710266e+02, 3.66809130e-01, 3.15345526e-01, 1.80498928e-01, -5.02619296e-02, 3.55143738e+00, 1.50000000e+00, 2.43610549e+00
2122, 1.69032717e+00, 2.93711975e+02, 3.43115360e-01, 2.86881000e-01, 1.82122692e-01, -4.75266278e-02, 3.52074337e+00, 1.50000000e+00, 2.51685071e+00
2123, 1.68967772e+00, 2.93661560e+02, 3.52923691e-01, 3.01428348e-01, 1.75764173e-01, -5.29437885e-02, 3.46937990e+00, 1.50000000e+00, 2.52586985e+00
2124, 1.68763733e+00, 2.93770630e+02, 3.37052763e-01, 2.78403372e-01, 1.82014912e-01, -5.44674285e-02, 3.59519839e+00, 1.50000000e+00, 2.47528386e+00
2125, 1.66569042e+00, 2.93551788e+02, 4.48931307e-01, 4.04598624e-01, 1.76997319e-01, -8.06920901e-02, 3.59098458e+00, 1.50000000e+00, 2.32315969e+00
2126, 1.69467068e+00, 2.93818237e+02, 2.92372912e-01, 1.82022154e-01, 2.28023112e-01, -1.88495405e-02, 3.61250353e+00, 1.50000000e+00, 2.56673145e+00
2127, 1.68871284e+00, 2.93791199e+02, 3.25597912e-01, 2.43211508e-01, 2.08962858e-01, -5.65391630e-02, 3.66902328e+00, 1.50000000e+00, 2.44590807e+00
2128, 1.69146466e+00, 2.93677032e+02, 3.38384807e-01, 2.66025335e-01, 2.07290739e-01, -2.76648477e-02, 3.49038267e+00, 1.50000000e+00, 2.55906582e+00
2129, 1.69347405e+00, 2.93655212e+02, 3.25972408e-01, 2.37638921e-01, 2.21169174e-01, -2.94947941e-02, 3.46537876e+00, 1.50000000e+00, 2.58904123e+00
2130, 1.69737303e+00, 2.93806915e+02, 3.00375342e-01, 1.24930769e-01, 2.72791803e-01, 1.42226312e-02, 3.60251951e+00, 1.50000000e+00, 2.63371229e+00
2131, 1.69844651e+00, 2.93752502e+02, 3.00834209e-01, 1.22455068e-01, 2.74768889e-01, 2.83584418e-03, 3.54827642e+00, 1.50000000e+00, 2.65269852e+00
2132, 1.69842827e+00, 2.93639465e+02, 3.05229038e-01, 1.61292017e-01, 2.59105921e-01, -3.71220545e-03, 3.41506720e+00, 1.50000000e+00, 2.66696358e+00
2133, 1.70251119e+00, 2.93604980e+02, 3.56070340e-01, 1.43587664e-01, 3.22471917e-01, 4.66961339e-02, 3.77594852e+00, 1.50000000e+00, 2.50166750e+00
2134, 1.70426631e+00, 2.93712280e+02, 3.23595911e-01, 1.08761199e-01, 3.00399452e-01, 5.14342114e-02, 3.66436958e+00, 1.50000000e+00, 2.62669826e+00
2135, 1.70427418e+00, 2.93667999e+02, 3.29026073e-01, 5.50776422e-02, 3.22672307e-01, 3.32743526e-02, 3.61679482e+00, 1.50000000e+00, 2.69037580e+00
2136, 1.72357500e+00, 2.93474884e+02, 4.57858175e-01, -2.21800804e-02, 4.32505012e-01, 1.48598656e-01, 3.80775619e+00, 1.50000000e+00, 2.70028138e+00
2137, 1.72258341e+00, 2.93436462e+02, 4.73861754e-01, -7.69015402e-02, 4.51178133e-01, 1.22757524e-01, 3.74581861e+00, 1.50000000e+00, 2.76942539e+00
2138, 1.73642445e+00, 2.93360535e+02, 4.99042779e-01, -6.10691048e-02, 4.70811069e-01, 1.53789476e-01, 3.82300520e+00, 1.50000000e+00, 2.76188016e+00
2139, 1.74335098e+00, 2.93281982e+02, 2.50017226e-01, -2.82045510e-02, 2.38031626e-01, 7.10919052e-02, 3.90730524e+00, 1.50000000e+00, 2.76041961e+00
2140, 1.72677028e+00, 2.93275269e+02, 1.11933179e-01, 1.15948273e-02, 1.01361938e-01, 4.60472926e-02, 3.94118643e+00, 1.50000000e+00, 2.52817702e+00
2141, 1.74293017e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 4.00000000e+00, 1.50000000e+00, 2.61222935e+00
2142, 1.75379300e+00, 2.93149994e+02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 4.00000000e+00, 1.50000000e+00, 2.76143074e+00
2143, 1.66922438e+00, 2.93495514e+02, 4.49817747e-01, 4.22109842e-01, 1.55080035e-01, -1.04623269e-02, 3.36610007e+00, 1.50000000e+00, 2.35654545e+00
2144, 1.67696631e+00, 2.93502197e+02, 4.25479263e-01, 3.97266090e-01, 1.51324943e-01, -1.76921897e-02, 3.35632467e+00, 1.50000000e+00, 2.40514803e+00
2145, 1.69500363e+00, 2.93600067e+02, 3.48372072e-01, 3.06685627e-01, 1.56164631e-01, -5.40338084e-02, 3.40385723e+00, 1.50000000e+00, 2.53647900e+00
2146, 1.69369459e+00, 2.93519318e+02, 3.62376481e-01, 3.34380120e-01, 1.32428378e-01, -4.43776958e-02, 3.31694126e+00, 1.50000000e+00, 2.51793051e+00
2147, 1.69606352e+00, 2.93464752e+02, 4.08387661e-01, 3.93502533e-01, 1.08902849e-01, 8.74032453e-03, 3.22105718e+00, 1.50000000e+00, 2.49042892e+00
2148, 1.69497430e+00, 2.93465698e+02, 4.15349215e-01, 4.00305837e-01, 1.09824993e-01, 1.44458525e-02, 3.21526241e+00, 1.50000000e+00, 2.48083401e+00
2149, 1.69579470e+00, 2.93461395e+02, 4.11318332e-01, 3.96938533e-01, 1.07246511e-01, 1.09893652e-02, 3.21441293e+00, 1.50000000e+00, 2.48717332e+00
2150, 1.69671452e+00, 2.93528778e+02, 3.93119514e-01, 3.83014917e-01, 8.52584168e-02, 2.39486583e-02, 3.11439514e+00, 1.50000000e+00, 2.50890398e+00
2151, 1.68316782e+00, 2.93489838e+02, 4.79347676e-01, 4.48614001e-01, 1.37004048e-01, 9.87398848e-02, 3.10603857e+00, 1.50000000e+00, 2.40377641e+00
2152, 1.69590783e+00, 2.93467804e+02, 4.11412030e-01, 3.97243202e-01, 1.06246307e-01, 1.30160088e-02, 3.20994997e+00, 1.50000000e+00, 2.48785591e+00
2153, 1.69877899e+00, 2.93466248e+02, 4.13605660e-01, 4.02850389e-01, 7.46021718e-02, 5.67072630e-02, 3.04389048e+00, 1.50000000e+00, 2.49679828e+00
2154, 1.68285036e+00, 2.93488708e+02, 4.80637193e-01, 4.49581802e-01, 1.38361201e-01, 9.87142995e-02, 3.10920978e+00, 1.50000000e+00, 2.40129685e+00
2155, 1.68296134e+00, 2.93489563e+02, 4.80435729e-01, 4.49206680e-01, 1.38319403e-01, 9.94967371e-02, 3.10638022e+00, 1.50000000e+00, 2.40173554e+00
2156, 1.68299222e+00, 2.93494537e+02, 4.79776412e-01, 4.48422670e-01, 1.38251945e-01, 9.99446139e-02, 3.10502815e+00, 1.50000000e+00, 2.40213537e+00
2157, 1.68110609e+00, 2.93465729e+02, 4.88416731e-01, 4.56711113e-01, 1.40086487e-01, 1.01693936e-01, 3.11120057e+00, 1.50000000e+00, 2.38875413e+00
2158, 1.68458068e+00, 2.93559784e+02, 4.50054526e-01, 4.17575359e-01, 1.26862884e-01, 1.09935015e-01, 3.02051759e+00, 1.50000000e+00, 2.39917278e+00
2159, 1.68309009e+00, 2.93496857e+02, 4.79555190e-01, 4.48431939e-01, 1.37183219e-01, 1.00313194e-01, 3.10367608e+00, 1.50000000e+00, 2.40331268e+00
2160, 1.68605566e+00, 2.93592407e+02, 4.49935168e-01, 4.20785189e-01, 1.10155925e-01, 1.15096316e-01, 3.00632524e+00, 1.50000000e+00, 2.41911149e+00
2161, 1.69650006e+00, 2.93598724e+02, 4.19416904e-01, 4.01903093e-01, 8.12608674e-02, 8.82106274e-02, 3.00325990e+00, 1.50000000e+00, 2.48321414e+00
2162, 1.68289888e+00, 2.93484497e+02, 4.82539088e-01, 4.51225996e-01, 1.38394266e-01, 1.00429624e-01, 3.10543180e+00, 1.50000000e+00, 2.40025187e+00
2163, 1.67739201e+00, 2.93309021e+02, 5.17691553e-01, 4.82475817e-01, 1.31347805e-01, 1.34050027e-01, 3.01261187e+00, 1.50000000e+00, 2.33243561e+00
2164, 1.68108511e+00, 2.93332458e+02, 5.11612236e-01, 4.77320164e-01, 1.28873095e-01, 1.31545633e-01, 3.00358105e+00, 1.50000000e+00, 2.35475898e+00
2165, 1.67902958e+00, 2.93313629e+02, 5.12551725e-01, 4.77358431e-01, 1.28368169e-01, 1.35498405e-01, 2.99562764e+00, 1.50000000e+00, 2.34088230e+00
2166, 1.68265557e+00, 2.93469391e+02, 4.85456854e-01, 4.53861713e-01, 1.37549534e-01, 1.03720985e-01, 3.09550929e+00, 1.50000000e+00, 2.39587712e+00
2167, 1.68229866e+00, 2.93288452e+02, 5.12806714e-01, 4.77559268e-01, 1.14024028e-01, 1.48007989e-01, 2.93076658e+00, 1.50000000e+00, 2.34853435e+00
